Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41.0,1237,1054,933.0,9,4,608,200.0,3.0,94.0,3.0,1.0,259,1,692,2238.0,6961.0,2.0,1057,21,4,4,80,1,7.0,2,3,5.0,0,1,4
19.0,1237,1054,1181.0,3,1,462,201.0,2.0,79.0,3.0,1.0,259,2,457,1483.0,16102.0,1.0,1057,14,3,4,80,0,1.0,3,3,1.0,0,0,0
40.0,1237,1054,1395.0,26,3,462,202.0,2.0,54.0,3.0,2.0,292,2,321,5605.0,8504.0,1.0,1057,11,3,1,80,1,20.0,2,3,19.5,7,2,13
35.0,1237,1054,662.0,1,5,159,204.0,3.0,94.0,3.0,3.0,326,2,692,7295.0,11439.0,1.0,1057,13,3,1,80,2,10.0,3,3,10.0,8,0,6
53.0,1237,1054,1436.0,6,2,159,205.0,2.0,34.0,3.0,2.0,83,3,692,2306.0,16047.0,2.0,413,20,4,4,80,1,13.0,3,1,7.0,7,4,5
45.0,1237,1054,194.0,9,3,608,206.0,2.0,60.0,3.0,2.0,259,2,321,2348.0,10901.0,8.0,1057,18,3,3,80,1,20.0,2,1,17.0,9,0,15
32.0,1237,269,967.0,8,3,159,207.0,2.0,43.0,3.0,3.0,326,4,457,8998.0,15589.0,1.0,1057,14,3,4,80,0,9.0,2,3,9.0,8,3,7
29.0,1237,147,1496.0,1,1,132,208.0,4.0,41.0,3.0,2.0,145,3,692,4319.0,26283.0,1.0,1057,13,3,1,80,1,10.0,1,3,10.0,7,0,9
51.0,1237,1054,1169.0,7,4,462,211.0,2.0,34.0,2.0,2.0,145,3,692,6132.0,13983.0,2.0,1057,17,3,3,80,0,10.0,2,3,1.0,0,0,0
58.0,1237,1054,1145.0,9,3,462,214.0,2.0,75.0,2.0,1.0,292,2,692,3346.0,11873.0,4.0,413,20,4,2,80,1,9.0,3,2,1.0,0,0,0
40.0,1237,1054,630.0,4,4,159,215.0,3.0,67.0,2.0,3.0,326,4,692,10855.0,8552.0,7.0,1057,11,3,1,80,1,15.0,2,2,12.0,11,2,11
34.0,1237,269,303.0,2,4,159,216.0,3.0,75.0,3.0,1.0,83,3,692,2231.0,11314.0,6.0,1057,18,3,4,80,1,6.0,3,3,4.0,3,1,2
22.0,1237,1054,1256.0,19,1,462,217.0,3.0,80.0,3.0,1.0,292,4,692,2323.0,11992.0,1.0,1057,24,4,1,80,2,2.0,6,3,2.0,2,2,2
27.0,1237,147,691.0,9,3,462,218.0,4.0,57.0,3.0,1.0,292,2,321,2024.0,5970.0,6.0,1057,18,3,4,80,1,6.0,1,1,2.0,2,2,2
28.0,1237,1054,440.0,21,3,462,221.0,3.0,42.0,3.0,1.0,292,4,692,2713.0,6672.0,1.0,1057,11,3,3,80,1,5.0,2,1,5.0,2,0,2
57.0,1237,1054,334.0,24,2,608,223.0,3.0,83.0,4.0,3.0,131,4,321,9439.0,23402.0,3.0,413,16,3,2,80,1,12.0,2,1,5.0,3,1,4
27.0,1237,147,1450.0,3,3,462,224.0,3.0,79.0,2.0,1.0,292,3,321,2566.0,25326.0,1.0,413,15,3,4,80,1,1.0,2,2,1.0,1,0,1
50.0,1237,1054,1452.0,11,3,608,226.0,3.0,53.0,3.0,5.0,102,2,457,17948.0,17053.0,3.0,1057,15,3,2,80,0,21.0,5,3,5.0,4,4,4
41.0,1237,1054,465.0,14,3,608,227.0,1.0,56.0,3.0,1.0,292,3,321,2451.0,4609.0,4.0,1057,12,3,1,80,1,13.0,2,3,9.0,8,1,8
30.0,1237,1054,1339.0,5,3,608,228.0,2.0,41.0,3.0,3.0,326,4,692,9419.0,8053.0,2.0,1057,12,3,3,80,1,12.0,2,3,10.0,9,7,4
38.0,1237,1054,702.0,1,4,608,230.0,1.0,59.0,2.0,2.0,326,4,457,8686.0,12930.0,4.0,1057,22,4,3,80,0,12.0,2,4,8.0,3,0,7
32.0,1237,1054,120.0,6,5,608,231.0,3.0,43.0,3.0,1.0,292,3,457,3038.0,12430.0,3.0,1057,20,4,1,80,0,8.0,2,3,5.0,4,1,4
27.0,1237,1054,1157.0,17,3,132,233.0,3.0,51.0,3.0,1.0,292,2,692,3058.0,13364.0,0.0,413,16,3,4,80,1,6.0,3,2,5.0,2,1,1
19.0,233,269,602.0,1,1,132,235.0,3.0,100.0,1.0,1.0,83,1,457,2325.0,20989.0,0.0,1057,21,4,1,80,0,1.0,5,4,0.0,0,0,0
36.0,1237,269,1480.0,3,2,462,238.0,4.0,30.0,3.0,1.0,259,2,457,2088.0,15062.0,4.0,1057,12,3,3,80,0,13.0,3,2,8.0,7,7,2
30.0,1237,147,111.0,9,3,462,239.0,3.0,66.0,3.0,2.0,259,1,321,3072.0,11012.0,1.0,1057,11,3,3,80,2,12.0,4,3,12.0,9,6,10
45.0,1237,1054,1268.0,4,2,608,240.0,3.0,30.0,3.0,2.0,326,1,321,5006.0,6319.0,4.0,413,11,3,1,80,1,9.0,3,4,5.0,4,0,3
56.0,1237,1054,713.0,8,3,608,241.0,3.0,67.0,3.0,1.0,292,1,321,4257.0,13939.0,4.0,413,18,3,3,80,1,19.0,3,3,2.0,2,2,2
33.0,1237,1054,134.0,2,3,608,242.0,3.0,90.0,3.0,1.0,292,4,457,2500.0,10515.0,0.0,1057,14,3,1,80,0,4.0,2,4,3.0,1,0,2
19.0,233,1054,303.0,2,3,608,243.0,2.0,47.0,2.0,1.0,259,4,457,1102.0,9241.0,1.0,1057,22,4,3,80,0,1.0,3,2,1.0,0,1,0
46.0,1237,1054,526.0,1,2,159,244.0,2.0,92.0,3.0,3.0,326,1,321,10453.0,2137.0,1.0,1057,25,4,3,80,3,24.0,2,3,19.5,13,15,7
38.0,1237,1054,1380.0,9,2,608,245.0,3.0,75.0,3.0,1.0,259,4,457,2288.0,6319.0,1.0,1057,12,3,3,80,0,2.0,3,3,2.0,2,2,1
31.0,1237,1054,140.0,12,1,462,246.0,3.0,95.0,3.0,1.0,292,4,692,3929.0,6984.0,8.0,413,23,4,3,80,1,7.0,0,3,4.0,2,0,2
34.0,1237,1054,629.0,27,2,462,247.0,4.0,95.0,3.0,1.0,292,2,457,2311.0,5711.0,2.0,1057,15,3,4,80,0,9.0,3,3,3.0,2,1,2
41.0,233,1054,1356.0,20,2,159,248.0,2.0,70.0,3.0,1.0,83,2,457,3140.0,21728.0,1.0,413,22,4,4,80,0,4.0,5,2,4.0,3,0,2
50.0,1237,1054,328.0,1,3,462,249.0,3.0,86.0,2.0,1.0,259,3,692,3690.0,3425.0,2.0,1057,15,3,4,80,1,5.0,2,2,3.0,2,0,2
53.0,1237,1054,1084.0,13,2,462,250.0,4.0,57.0,4.0,2.0,145,1,321,4450.0,26250.0,1.0,1057,11,3,3,80,2,5.0,3,3,4.0,2,1,3
33.0,1237,1054,931.0,14,3,462,252.0,4.0,72.0,3.0,1.0,292,2,692,2756.0,4673.0,1.0,1057,13,3,4,80,1,8.0,5,3,8.0,7,1,6
40.0,1237,1054,989.0,4,1,462,253.0,4.0,46.0,3.0,5.0,102,3,692,17948.0,6499.0,1.0,1057,14,3,2,80,1,21.0,2,3,19.5,8,9,9
55.0,1237,1054,692.0,14,4,462,254.0,3.0,61.0,4.0,5.0,80,2,457,17948.0,13339.0,8.0,1057,11,3,4,80,0,30.75,3,3,19.5,15,2,15
34.0,1237,269,1069.0,2,1,608,256.0,4.0,45.0,2.0,2.0,145,3,692,9547.0,14074.0,1.0,1057,17,3,3,80,0,10.0,2,2,10.0,9,1,9
51.0,1237,1054,313.0,3,3,462,258.0,4.0,98.0,3.0,4.0,131,2,457,13734.0,7192.0,3.0,1057,18,3,3,80,0,21.0,6,3,7.0,7,1,0
52.0,1237,1054,699.0,1,4,608,259.0,3.0,65.0,2.0,5.0,102,3,692,17948.0,5678.0,0.0,1057,14,3,1,80,1,30.75,5,3,19.5,18,11,9
27.0,1237,1054,894.0,9,3,462,260.0,4.0,99.0,3.0,1.0,292,2,457,2279.0,11781.0,1.0,1057,16,3,4,80,0,7.0,2,2,7.0,7,0,3
35.0,233,1054,556.0,23,2,608,261.0,2.0,50.0,2.0,2.0,145,3,692,5916.0,15497.0,3.0,413,13,3,1,80,0,8.0,1,3,1.0,0,0,1
43.0,1237,147,1344.0,7,3,462,262.0,4.0,37.0,4.0,1.0,292,4,321,2089.0,5228.0,4.0,1057,14,3,4,80,3,7.0,3,4,5.0,4,2,2
45.0,1237,147,1195.0,2,2,462,264.0,1.0,65.0,2.0,4.0,102,4,692,16792.0,20462.0,9.0,1057,23,4,4,80,1,22.0,1,3,19.5,8,11,8
37.0,1237,1054,290.0,21,3,608,267.0,2.0,65.0,4.0,1.0,292,1,692,3564.0,22977.0,1.0,413,12,3,1,80,1,8.0,3,2,8.0,7,1,7
35.0,1237,269,138.0,2,3,462,269.0,2.0,37.0,3.0,2.0,259,2,457,4425.0,15986.0,5.0,1057,11,3,4,80,0,10.0,5,3,6.0,2,1,2
42.0,1237,147,926.0,21,2,462,270.0,3.0,36.0,3.0,2.0,145,3,321,5265.0,16439.0,2.0,1057,16,3,2,80,1,11.0,5,3,5.0,3,0,2
38.0,1237,1054,1261.0,2,4,608,271.0,4.0,88.0,3.0,2.0,145,3,692,6553.0,7259.0,9.0,1057,14,3,2,80,0,14.0,3,3,1.0,0,0,0
38.0,1237,1054,1084.0,29,3,132,273.0,4.0,54.0,3.0,2.0,145,4,692,6261.0,4185.0,3.0,1057,18,3,1,80,1,9.0,3,1,7.0,7,1,7
27.0,1237,269,472.0,1,1,132,274.0,3.0,60.0,2.0,2.0,145,1,692,4298.0,9679.0,5.0,1057,19,3,3,80,1,6.0,1,3,2.0,2,2,0
49.0,1237,147,1002.0,18,4,608,275.0,4.0,92.0,3.0,2.0,145,4,321,6804.0,23793.0,1.0,413,15,3,1,80,2,7.0,0,3,7.0,7,1,7
34.0,1237,269,878.0,10,4,462,277.0,4.0,43.0,3.0,1.0,292,3,321,3815.0,5972.0,1.0,413,17,3,4,80,1,5.0,4,4,5.0,3,2,0
40.0,1237,1054,905.0,19,2,462,281.0,3.0,99.0,3.0,2.0,259,4,692,2741.0,16523.0,8.0,413,15,3,3,80,1,15.0,2,4,7.0,2,3,7
38.0,233,1054,1180.0,29,1,462,282.0,2.0,70.0,3.0,2.0,131,1,692,6673.0,11354.0,7.0,413,19,3,2,80,0,17.0,2,3,1.0,0,0,0
29.0,233,1054,121.0,27,3,159,283.0,2.0,35.0,3.0,3.0,326,4,692,7639.0,24525.0,1.0,1057,22,4,4,80,3,10.0,3,2,10.0,4,1,9
22.0,1237,1054,1136.0,5,3,608,284.0,4.0,60.0,4.0,1.0,292,2,321,2328.0,12392.0,1.0,413,16,3,1,80,1,4.0,2,2,4.0,2,2,2
36.0,1237,269,635.0,18,1,462,286.0,2.0,73.0,3.0,1.0,259,4,457,2153.0,7703.0,1.0,1057,13,3,1,80,0,8.0,2,3,8.0,1,1,7
40.0,1237,147,1151.0,9,5,608,287.0,4.0,63.0,2.0,2.0,131,4,692,4876.0,14242.0,9.0,1057,14,3,4,80,1,5.0,5,1,3.0,2,0,2
46.0,1237,1054,644.0,1,4,462,288.0,4.0,97.0,3.0,3.0,131,1,321,9396.0,12368.0,7.0,1057,16,3,3,80,1,17.0,3,3,4.0,2,0,3
32.0,233,1054,1045.0,4,4,462,291.0,4.0,32.0,1.0,3.0,326,4,692,10400.0,25812.0,1.0,1057,11,3,3,80,0,14.0,2,2,14.0,8,9,8
30.0,1237,147,829.0,1,1,608,292.0,3.0,88.0,2.0,3.0,145,3,457,8474.0,20925.0,1.0,1057,22,4,3,80,0,12.0,2,3,11.0,8,5,8
27.0,1237,269,1242.0,20,3,608,293.0,4.0,90.0,3.0,2.0,326,3,457,9981.0,12916.0,1.0,1057,14,3,4,80,0,7.0,2,3,7.0,7,0,7
51.0,1237,1054,1469.0,8,4,608,296.0,2.0,81.0,2.0,3.0,80,2,692,12490.0,15736.0,5.0,1057,16,3,4,80,2,16.0,5,1,10.0,9,4,7
30.0,233,1054,1005.0,3,3,132,297.0,4.0,88.0,3.0,1.0,292,1,457,2657.0,8556.0,5.0,413,11,3,3,80,0,8.0,5,3,5.0,2,0,4
41.0,1237,1054,896.0,6,3,608,298.0,4.0,75.0,3.0,3.0,102,4,457,13591.0,14674.0,3.0,413,18,3,3,80,0,16.0,3,3,1.0,0,0,0
30.0,233,269,334.0,26,4,159,299.0,3.0,52.0,2.0,2.0,326,1,457,6696.0,22967.0,5.0,1057,15,3,3,80,0,9.0,5,2,6.0,3,0,1
29.0,233,1054,992.0,1,3,132,300.0,3.0,85.0,3.0,1.0,292,3,457,2058.0,19757.0,0.0,1057,14,3,4,80,0,7.0,1,2,6.0,2,1,5
45.0,1237,147,1052.0,6,3,462,302.0,4.0,57.0,2.0,3.0,326,4,457,8865.0,16840.0,6.0,1057,12,3,4,80,0,23.0,2,3,19.0,7,12,8
54.0,1237,1054,1147.0,3,3,159,303.0,4.0,52.0,3.0,2.0,326,1,692,5940.0,17011.0,2.0,1057,14,3,4,80,1,16.0,4,3,6.0,2,0,5
36.0,1237,1054,1396.0,5,2,608,304.0,4.0,62.0,3.0,2.0,259,2,457,5914.0,9945.0,8.0,1057,16,3,4,80,0,16.0,3,4,13.0,11,3,7
33.0,1237,1054,147.0,4,4,462,305.0,3.0,47.0,2.0,1.0,292,2,692,2622.0,13248.0,6.0,1057,21,4,4,80,0,7.0,3,3,3.0,2,1,1
37.0,1237,269,663.0,11,3,82,306.0,2.0,47.0,3.0,3.0,80,4,321,12185.0,10056.0,1.0,413,14,3,3,80,3,10.0,1,3,10.0,8,0,7
38.0,1237,1054,119.0,3,3,608,307.0,1.0,76.0,3.0,3.0,326,3,321,10609.0,9647.0,0.0,1057,12,3,3,80,2,17.0,6,2,16.0,10,5,13
31.0,1237,147,979.0,1,4,462,308.0,3.0,90.0,1.0,2.0,145,3,692,4345.0,4381.0,0.0,1057,12,3,4,80,1,6.0,2,3,5.0,4,1,4
59.0,1237,1054,142.0,3,3,608,309.0,3.0,70.0,2.0,1.0,292,4,692,2177.0,8456.0,3.0,1057,17,3,1,80,1,7.0,6,3,1.0,0,0,0
37.0,1237,269,319.0,4,4,159,311.0,1.0,41.0,3.0,1.0,83,4,321,2793.0,2539.0,4.0,1057,17,3,3,80,1,13.0,2,3,9.0,8,5,8
29.0,1237,269,1413.0,1,1,462,312.0,2.0,42.0,3.0,3.0,326,4,692,7918.0,6599.0,1.0,1057,14,3,4,80,1,11.0,5,3,11.0,10,4,1
35.0,1237,269,944.0,1,3,159,314.0,3.0,92.0,3.0,3.0,326,3,457,8789.0,9096.0,1.0,1057,14,3,1,80,0,10.0,3,4,10.0,7,0,8
29.0,233,1054,896.0,18,1,462,315.0,3.0,86.0,2.0,1.0,292,4,457,2389.0,14961.0,1.0,413,13,3,3,80,0,4.0,3,2,4.0,3,0,1
52.0,1237,1054,1323.0,2,3,608,316.0,3.0,89.0,2.0,1.0,259,4,457,3212.0,3300.0,7.0,1057,15,3,2,80,0,6.0,3,2,2.0,2,2,2
42.0,1237,1054,532.0,4,2,132,319.0,3.0,58.0,3.0,5.0,102,4,692,17948.0,4933.0,1.0,1057,11,3,4,80,0,22.0,3,3,19.5,17,11,15
59.0,1237,1054,818.0,6,2,462,321.0,2.0,52.0,3.0,1.0,52,3,692,2267.0,25657.0,8.0,1057,17,3,4,80,0,7.0,2,2,2.0,2,2,2
50.0,1237,1054,854.0,1,4,462,323.0,4.0,68.0,3.0,5.0,102,4,321,17948.0,24118.0,3.0,1057,11,3,3,80,1,30.75,3,2,7.0,0,0,6
33.0,233,1054,813.0,14,3,462,325.0,3.0,58.0,3.0,1.0,259,4,692,2436.0,22149.0,5.0,413,13,3,3,80,1,8.0,2,1,5.0,4,0,4
43.0,1237,1054,1034.0,16,3,159,327.0,4.0,80.0,3.0,4.0,102,4,692,16064.0,7744.0,5.0,413,22,4,3,80,1,22.0,3,3,17.0,13,1,9
33.0,233,1054,465.0,2,2,608,328.0,1.0,39.0,3.0,1.0,259,1,692,2707.0,21509.0,7.0,1057,20,4,1,80,0,13.0,3,4,9.0,7,1,7
52.0,1237,147,771.0,2,4,608,329.0,1.0,79.0,2.0,5.0,102,3,457,17948.0,21030.0,1.0,413,18,3,4,80,0,30.75,2,4,19.5,7,15,12
32.0,1237,1054,1401.0,4,2,608,330.0,3.0,56.0,3.0,1.0,83,2,692,3931.0,20990.0,2.0,1057,11,3,1,80,1,6.0,5,3,4.0,3,1,2
32.0,233,1054,515.0,1,3,608,331.0,4.0,62.0,2.0,1.0,259,3,457,3730.0,9571.0,0.0,413,14,3,4,80,0,4.0,2,1,3.0,2,1,2
39.0,1237,1054,1431.0,1,4,462,332.0,3.0,96.0,3.0,1.0,259,3,321,2232.0,15417.0,7.0,1057,14,3,3,80,3,7.0,1,3,3.0,2,1,2
32.0,1237,147,976.0,26,4,159,333.0,3.0,100.0,3.0,2.0,326,4,692,4465.0,12069.0,0.0,1057,18,3,1,80,0,4.0,2,3,3.0,2,2,2
41.0,1237,1054,1411.0,19,2,608,334.0,3.0,36.0,3.0,2.0,292,1,321,3072.0,19877.0,2.0,1057,16,3,1,80,2,17.0,2,2,1.0,0,0,0
40.0,1237,1054,1300.0,24,2,132,335.0,1.0,62.0,3.0,2.0,292,4,321,3319.0,24447.0,1.0,1057,17,3,1,80,2,9.0,3,3,9.0,8,4,7
45.0,1237,1054,252.0,1,3,82,336.0,3.0,70.0,4.0,5.0,102,4,692,17948.0,15970.0,0.0,1057,11,3,3,80,1,25.0,2,3,19.5,0,1,7
31.0,1237,269,1327.0,3,4,462,337.0,2.0,73.0,3.0,3.0,80,3,321,13675.0,13523.0,9.0,1057,12,3,1,80,1,9.0,3,3,2.0,2,2,2
33.0,1237,1054,832.0,5,4,608,338.0,3.0,63.0,2.0,1.0,292,4,692,2911.0,14776.0,1.0,1057,13,3,3,80,1,2.0,2,2,2.0,2,0,2
34.0,1237,1054,470.0,2,4,608,339.0,4.0,84.0,2.0,2.0,145,1,692,5957.0,23687.0,6.0,1057,13,3,2,80,1,13.0,3,3,11.0,9,5,9
37.0,1237,1054,1017.0,1,2,462,340.0,3.0,83.0,2.0,1.0,292,1,692,3920.0,18697.0,2.0,1057,14,3,1,80,1,17.0,2,2,3.0,1,0,2
45.0,1237,269,1199.0,7,4,608,341.0,1.0,77.0,4.0,2.0,145,3,692,6434.0,5118.0,4.0,1057,17,3,4,80,1,9.0,1,3,3.0,2,0,2
37.0,233,269,504.0,10,3,462,342.0,1.0,61.0,3.0,3.0,145,3,321,10048.0,22573.0,6.0,1057,11,3,2,80,2,17.0,5,3,1.0,0,0,0
39.0,1237,269,505.0,2,4,132,343.0,3.0,64.0,3.0,3.0,131,3,457,10938.0,6420.0,0.0,1057,25,4,4,80,0,20.0,1,3,19.0,6,11,8
29.0,1237,1054,665.0,15,3,608,346.0,3.0,60.0,3.0,1.0,292,4,457,2340.0,22673.0,1.0,1057,19,3,1,80,0,6.0,1,3,6.0,5,1,5
42.0,1237,1054,916.0,17,2,608,347.0,4.0,82.0,4.0,2.0,292,1,457,6545.0,23016.0,3.0,413,13,3,3,80,0,10.0,1,3,3.0,2,0,2
29.0,1237,1054,1247.0,20,2,159,349.0,4.0,45.0,3.0,2.0,326,4,321,6931.0,10732.0,2.0,1057,14,3,4,80,1,10.0,2,3,3.0,2,0,2
25.0,1237,1054,685.0,1,3,608,350.0,1.0,62.0,3.0,2.0,145,3,692,4898.0,7505.0,0.0,1057,12,3,4,80,2,5.0,3,3,4.0,2,1,2
42.0,1237,1054,269.0,2,3,462,351.0,4.0,56.0,2.0,1.0,259,1,321,2593.0,8007.0,0.0,413,11,3,3,80,1,10.0,4,3,9.0,6,7,8
40.0,1237,1054,1416.0,2,2,462,352.0,1.0,49.0,3.0,5.0,80,3,321,17948.0,5949.0,0.0,1057,19,3,4,80,1,22.0,5,3,19.5,7,3,9
51.0,1237,1054,833.0,1,3,608,353.0,3.0,96.0,3.0,1.0,292,4,692,2723.0,23231.0,1.0,1057,11,3,2,80,0,1.0,0,2,1.0,0,0,0
31.0,233,269,307.0,29,2,462,355.0,3.0,71.0,2.0,1.0,259,2,457,3479.0,11652.0,0.0,1057,11,3,2,80,0,6.0,2,4,5.0,4,1,4
32.0,1237,269,1311.0,7,3,608,359.0,2.0,100.0,4.0,1.0,259,2,692,2794.0,26062.0,1.0,1057,20,4,3,80,0,5.0,3,1,5.0,1,0,3
38.0,1237,147,1327.0,2,2,608,361.0,4.0,39.0,2.0,2.0,326,4,692,5249.0,19682.0,3.0,1057,18,3,4,80,1,13.0,0,3,8.0,7,7,5
32.0,1237,1054,128.0,2,1,132,362.0,4.0,84.0,2.0,2.0,259,1,457,2176.0,19737.0,4.0,1057,13,3,4,80,0,9.0,5,3,6.0,2,0,4
46.0,1237,1054,488.0,2,3,132,363.0,3.0,75.0,1.0,4.0,102,2,692,16872.0,14977.0,3.0,413,12,3,2,80,1,28.0,2,2,7.0,7,7,7
28.0,233,1054,529.0,2,4,608,364.0,1.0,79.0,3.0,1.0,259,3,457,3485.0,14935.0,2.0,1057,11,3,3,80,0,5.0,5,1,0.0,0,0,0
29.0,1237,1054,1210.0,2,3,462,366.0,1.0,78.0,2.0,2.0,326,2,692,6644.0,3687.0,2.0,1057,19,3,2,80,2,10.0,2,3,0.0,0,0,0
31.0,1237,1054,1463.0,23,3,462,367.0,2.0,64.0,2.0,2.0,131,4,692,5582.0,14408.0,0.0,1057,21,4,2,80,1,10.0,2,3,9.0,0,7,8
25.0,1237,147,675.0,5,2,608,369.0,2.0,85.0,4.0,2.0,131,1,321,4000.0,18384.0,1.0,1057,12,3,4,80,2,6.0,2,3,6.0,3,1,5
45.0,1237,1054,1385.0,20,2,462,372.0,3.0,79.0,3.0,4.0,131,4,692,13496.0,7501.0,0.0,413,14,3,2,80,0,21.0,2,3,19.5,7,4,10
36.0,1237,1054,1403.0,6,3,608,373.0,4.0,47.0,3.0,1.0,259,4,692,3210.0,20251.0,0.0,1057,11,3,3,80,1,16.0,4,3,15.0,13,10,11
55.0,1237,1054,452.0,1,3,462,374.0,4.0,81.0,3.0,5.0,102,1,457,17948.0,18938.0,0.0,413,14,3,3,80,0,30.75,2,3,19.5,10,4,13
47.0,233,147,666.0,29,4,608,376.0,1.0,88.0,3.0,3.0,102,2,692,11849.0,10268.0,1.0,413,12,3,4,80,1,10.0,2,2,10.0,7,9,9
28.0,1237,1054,1158.0,9,3,462,377.0,4.0,94.0,3.0,1.0,292,4,692,2070.0,2613.0,1.0,1057,23,4,4,80,1,5.0,3,2,5.0,2,0,4
37.0,1237,1054,228.0,6,4,462,378.0,3.0,98.0,3.0,2.0,326,4,692,6502.0,22825.0,4.0,1057,14,3,2,80,1,7.0,5,4,5.0,4,0,1
21.0,1237,1054,996.0,3,2,462,379.0,4.0,100.0,2.0,1.0,292,3,457,3230.0,10531.0,1.0,1057,17,3,1,80,0,3.0,4,4,3.0,2,1,0
37.0,1237,147,728.0,1,4,462,380.0,1.0,80.0,3.0,3.0,80,4,321,13603.0,11677.0,2.0,413,18,3,1,80,2,15.0,2,3,5.0,2,0,2
35.0,1237,1054,1315.0,22,3,608,381.0,2.0,71.0,4.0,3.0,102,2,321,11996.0,19100.0,7.0,1057,18,3,2,80,1,10.0,6,2,7.0,7,6,2
38.0,1237,1054,322.0,7,2,462,382.0,1.0,44.0,4.0,2.0,326,1,321,5605.0,19191.0,1.0,413,24,4,3,80,1,8.0,3,3,8.0,0,7,7
26.0,1237,269,1479.0,1,3,608,384.0,3.0,84.0,3.0,2.0,145,2,321,6397.0,26767.0,1.0,1057,20,4,1,80,1,6.0,6,1,6.0,5,1,4
50.0,1237,1054,797.0,4,1,608,385.0,1.0,96.0,3.0,5.0,80,2,321,17948.0,15815.0,3.0,1057,14,3,1,80,2,28.0,4,2,10.0,4,1,6
53.0,1237,1054,1070.0,3,4,462,386.0,3.0,45.0,3.0,4.0,80,3,692,17584.0,21016.0,3.0,413,16,3,4,80,3,21.0,5,2,5.0,3,1,3
42.0,1237,1054,635.0,1,1,608,387.0,2.0,99.0,3.0,2.0,326,3,692,4907.0,24532.0,1.0,1057,25,4,3,80,0,20.0,3,3,19.5,16,11,6
29.0,1237,269,442.0,2,2,608,388.0,2.0,44.0,3.0,2.0,326,4,457,4554.0,20260.0,1.0,1057,18,3,1,80,0,10.0,3,2,10.0,7,0,9
55.0,1237,1054,147.0,20,2,132,389.0,2.0,37.0,3.0,2.0,259,4,692,5415.0,15972.0,3.0,413,19,3,4,80,1,12.0,4,3,10.0,7,0,8
26.0,1237,269,496.0,11,2,462,390.0,1.0,60.0,3.0,2.0,131,1,692,4741.0,22722.0,1.0,413,13,3,3,80,1,5.0,3,3,5.0,3,3,3
37.0,1237,1054,1372.0,1,3,608,391.0,4.0,42.0,3.0,1.0,292,4,457,2115.0,15881.0,1.0,1057,12,3,2,80,0,17.0,3,3,17.0,12,5,7
44.0,233,269,920.0,24,3,608,392.0,4.0,43.0,3.0,1.0,259,3,321,3161.0,19920.0,3.0,413,22,4,4,80,1,19.0,0,1,1.0,0,0,0
38.0,1237,1054,688.0,23,4,608,393.0,4.0,82.0,3.0,2.0,131,4,321,5745.0,18899.0,9.0,1057,14,3,2,80,1,10.0,2,3,2.0,2,1,2
26.0,233,1054,1449.0,16,4,462,394.0,1.0,45.0,3.0,1.0,259,2,321,2373.0,14180.0,2.0,413,13,3,4,80,1,5.0,2,3,3.0,2,0,2
28.0,1237,1054,1117.0,8,2,608,395.0,4.0,66.0,3.0,1.0,292,4,457,3310.0,4488.0,1.0,1057,21,4,4,80,0,5.0,3,3,5.0,3,0,2
49.0,1237,269,636.0,10,4,608,396.0,3.0,35.0,3.0,5.0,80,1,457,17948.0,25594.0,9.0,413,11,3,4,80,0,22.0,4,3,3.0,2,1,2
36.0,1237,1054,506.0,3,3,132,397.0,3.0,30.0,3.0,2.0,292,2,457,4485.0,26285.0,4.0,1057,12,3,4,80,0,10.0,2,3,8.0,0,7,7
31.0,1237,269,444.0,5,3,159,399.0,4.0,84.0,3.0,1.0,83,2,321,2789.0,3909.0,1.0,1057,11,3,3,80,1,2.0,5,2,2.0,2,2,2
26.0,233,1054,950.0,4,4,159,401.0,4.0,48.0,2.0,2.0,326,4,457,5828.0,8450.0,1.0,413,12,3,2,80,0,8.0,0,3,8.0,7,7,4
37.0,1237,269,889.0,9,3,462,403.0,2.0,53.0,3.0,1.0,292,4,692,2326.0,11411.0,1.0,413,12,3,3,80,3,4.0,3,2,4.0,2,1,2
42.0,1237,269,555.0,26,3,159,404.0,3.0,77.0,3.0,4.0,326,2,692,13525.0,14864.0,5.0,1057,14,3,4,80,1,23.0,2,4,19.5,4,4,8
18.0,233,1054,230.0,3,3,608,405.0,3.0,54.0,3.0,1.0,259,3,457,1420.0,25233.0,1.0,1057,13,3,3,80,0,0.0,2,3,0.0,0,0,0
35.0,1237,1054,1232.0,16,3,159,406.0,3.0,96.0,3.0,3.0,326,2,692,8020.0,5100.0,0.0,1057,15,3,3,80,2,12.0,3,2,11.0,9,6,9
36.0,1237,269,566.0,18,4,608,407.0,3.0,81.0,4.0,1.0,259,4,692,3688.0,7122.0,4.0,1057,18,3,4,80,2,4.0,2,3,1.0,0,0,0
